Cells	Sample	Replicate	Normalizer	Gene	CT	Figure	Normalized
KSS49_7_shNf1	sgCtrl	Rep1	Gapdh	Olig2	21.349	S5G_right	FALSE
KSS49_7_shNf1	sgCtrl	Rep2	Gapdh	Olig2	21.385	S5G_right	FALSE
KSS49_7_shNf1	sgCtrl	Rep3	Gapdh	Olig2	21.432	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep1	Gapdh	Gapdh	17.576	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep2	Gapdh	Gapdh	17.714	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep3	Gapdh	Gapdh	17.703	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep1	Gapdh	Dll3	31.446	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep2	Gapdh	Dll3	31.876	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep3	Gapdh	Dll3	31.167	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep1	Gapdh	Lgr5	24.931	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep2	Gapdh	Lgr5	24.977	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep3	Gapdh	Lgr5	24.892	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep1	Gapdh	Naan1	28.115	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep2	Gapdh	Naan1	28.312	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep3	Gapdh	Naan1	27.789	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep1	Gapdh	Olig2	21.309	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep2	Gapdh	Olig2	21.373	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_1	Rep3	Gapdh	Olig2	21.39	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep1	Gapdh	Gapdh	17.817	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep2	Gapdh	Gapdh	17.731	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep3	Gapdh	Gapdh	17.72	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep1	Gapdh	Dll3	31.217	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep2	Gapdh	Dll3	30.847	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep3	Gapdh	Dll3	NA	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep1	Gapdh	Lgr5	24.869	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep2	Gapdh	Lgr5	24.932	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep3	Gapdh	Lgr5	24.825	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep1	Gapdh	Naan1	28.345	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep2	Gapdh	Naan1	28.697	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep3	Gapdh	Naan1	28.798	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep1	Gapdh	Olig2	21.529	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep2	Gapdh	Olig2	21.499	S5G_right	FALSE
KSS49_7_shNf1	sgFosl1_3	Rep3	Gapdh	Olig2	21.482	S5G_right	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Gapdh	16.037	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Gapdh	15.951	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Gapdh	16.007	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Plau	20.757	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Plau	20.547	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Plau	20.527	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Itga7	22.221	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Itga7	22.073	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Itga7	22.175	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Timp1	19.957	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Timp1	20.017	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Timp1	20.036	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Plaur	21.233	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Plaur	21.298	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Plaur	21.455	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Fn1	18.983	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Fn1	19.318	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Fn1	19.077	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Cyr61	20.415	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Cyr61	20.306	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Cyr61	20.438	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Actn1	20.172	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Actn1	20.166	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Actn1	20.212	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	S100a4	21.766	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	S100a4	21.718	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	S100a4	21.751	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Vim	17.922	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Vim	18.048	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Vim	17.86	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Cd44	20.307	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Cd44	20.541	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Cd44	20.402	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Gapdh	15.992	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Gapdh	15.997	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Gapdh	15.751	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Plau	21.25	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Plau	21.308	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Plau	21.271	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Itga7	23.407	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Itga7	23.626	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Itga7	23.289	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Timp1	20.225	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Timp1	20.354	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Timp1	20.261	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Plaur	22.003	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Plaur	21.591	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Plaur	21.648	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Fn1	19.637	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Fn1	19.699	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Fn1	19.786	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Cyr61	20.079	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Cyr61	20.416	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Cyr61	20.166	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Actn1	20.525	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Actn1	20.396	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Actn1	20.464	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	S100a4	23.677	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	S100a4	23.697	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	S100a4	23.686	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Vim	18.144	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Vim	17.775	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Vim	18.015	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Cd44	20.809	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Cd44	21.21	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Cd44	20.51	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Gapdh	15.98	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Gapdh	15.884	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Gapdh	15.851	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Plau	22.995	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Plau	23.085	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Plau	23.089	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Itga7	25.035	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Itga7	24.748	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Itga7	24.767	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Timp1	20.975	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Timp1	21.103	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Timp1	20.976	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Plaur	22.405	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Plaur	22.446	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Plaur	22.349	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Fn1	20.271	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Fn1	20.292	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Fn1	20.411	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Cyr61	21.699	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Cyr61	21.599	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Cyr61	21.563	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Actn1	20.814	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Actn1	20.783	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Actn1	20.837	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	S100a4	25.704	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	S100a4	25.78	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	S100a4	25.82	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Vim	18.744	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Vim	18.656	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Vim	18.745	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Cd44	21.775	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Cd44	21.899	5I	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Cd44	21.672	5I	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Gapdh	16.009	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Gapdh	15.99	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Gapdh	16.096	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Olig2	29.772	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Olig2	30.323	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Olig2	26.661	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Ncam1	26.955	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Ncam1	29.394	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Ncam1	28.731	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Dll3	32.399	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Dll3	33.885	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Dll3	34.881	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Lgr5	28.859	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Lgr5	29.106	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Lgr5	29.086	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep1	Gapdh	Bcan	28.045	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep2	Gapdh	Bcan	28.195	5J	FALSE
KSS49_7_KrasG12V	sgCtrl-T4	Rep3	Gapdh	Bcan	28.225	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Gapdh	15.991	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Gapdh	15.975	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Gapdh	15.93	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Olig2	27.384	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Olig2	27.422	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Olig2	27.511	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Ncam1	30.018	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Ncam1	30.591	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Ncam1	30.011	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Dll3	32.557	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Dll3	35.161	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Dll3	34.564	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Lgr5	29.828	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Lgr5	29.988	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Lgr5	30.135	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep1	Gapdh	Bcan	28.275	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep2	Gapdh	Bcan	28.188	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T3	Rep3	Gapdh	Bcan	27.887	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Gapdh	16.196	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Gapdh	16.136	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Gapdh	15.975	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Olig2	22.7	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Olig2	22.964	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Olig2	22.692	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Ncam1	30.903	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Ncam1	30.66	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Ncam1	30.191	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Dll3	29.806	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Dll3	30.255	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Dll3	29.557	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Lgr5	25.941	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Lgr5	25.974	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Lgr5	25.892	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep1	Gapdh	Bcan	23.419	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep2	Gapdh	Bcan	23.463	5J	FALSE
KSS49_7_KrasG12V	sgFosl1-T4	Rep3	Gapdh	Bcan	23.553	5J	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Gapdh	17.311	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Gapdh	17.485	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Gapdh	17.353	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Fosl1	27.418	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Fosl1	27.521	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Fosl1	27.417	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Plau	30.968	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Plau	31.033	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Plau	30.688	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Itga7	23.081	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Itga7	23.073	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Itga7	23.14	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Timp1	26.747	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Timp1	26.786	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Timp1	26.635	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Plaur	28.629	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Plaur	28.599	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Plaur	28.766	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Fn1	27.323	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Fn1	27.156	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Fn1	27.269	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Cyr61	25.488	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Cyr61	25.519	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Cyr61	25.57	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Actn1	24.861	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Actn1	24.841	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Actn1	24.921	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	S100a4	30.229	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	S100a4	29.609	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	S100a4	29.41	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Vim	18.913	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Vim	19.298	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Vim	19.275	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Cd44	25.216	6B	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Cd44	24.83	6B	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Cd44	24.971	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Gapdh	16.975	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Gapdh	16.936	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Gapdh	16.763	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Fosl1	19.551	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Fosl1	19.66	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Fosl1	19.699	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Plau	29.401	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Plau	28.897	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Plau	29.316	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Itga7	22.626	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Itga7	22.568	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Itga7	22.328	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Timp1	24.675	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Timp1	24.823	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Timp1	24.829	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Plaur	24.543	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Plaur	24.518	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Plaur	24.497	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Fn1	26.234	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Fn1	26.324	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Fn1	26.205	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Cyr61	24.8	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Cyr61	24.396	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Cyr61	24.437	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Actn1	24.265	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Actn1	24.295	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Actn1	24.296	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	S100a4	28.545	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	S100a4	28.242	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	S100a4	28.448	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Vim	18.779	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Vim	18.966	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Vim	18.434	6B	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Cd44	23.022	6B	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Cd44	22.851	6B	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Cd44	22.865	6B	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Gapdh	17.997	6C	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Gapdh	17.932	6C	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Gapdh	17.97	6C	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Olig2	21.23	6C	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Olig2	21.025	6C	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Olig2	20.919	6C	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Ncam1	28.257	6C	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Ncam1	27.969	6C	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Ncam1	27.983	6C	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Dll3 	30.862	6C	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Dll3 	31.128	6C	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Dll3 	30.842	6C	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Bcan	20.608	6C	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Bcan	20.566	6C	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Bcan	20.593	6C	FALSE
ERG1_CRE	Mock	Rep1	Gapdh	Lgr5	27.112	6C	FALSE
ERG1_CRE	Mock	Rep2	Gapdh	Lgr5	27.051	6C	FALSE
ERG1_CRE	Mock	Rep3	Gapdh	Lgr5	27.318	6C	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Gapdh	17.225	6C	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Gapdh	16.93	6C	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Gapdh	17.059	6C	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Olig2	21.751	6C	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Olig2	21.015	6C	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Olig2	21.355	6C	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Ncam1	28.621	6C	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Ncam1	28.561	6C	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Ncam1	28.414	6C	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Dll3 	32.717	6C	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Dll3 	32.501	6C	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Dll3 	32.066	6C	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Bcan	21.808	6C	FALSE
